paragraph,Index
"We introduce BERT-DST 1 , a scalable end-to-end dialogue state tracker, based on the BERT model <REF>, that directly predicts slot values from the dialogue context with no dependency on candidate generation.",749
"In this section, we briefly describe BERT <REF> and how its architecture can be applied to scalable DST in our framework.",750
"To learn bidirectional contextualized representations and inter-sentence relationship, BERT model is pre-trained on two unsupervised language modeling tasks: masked language modeling <REF> and next sentence prediction, using the BooksCorpus  and the English Wikipedia corpora.",751
"synth2 <REF>, which is a binary classification dataset crafted to highlight issues with those AL strategies that focus on exploiting ""informative"" samples only (e.g.",752
"synth2 <REF>, which is a binary classification dataset crafted to highlight issues with those AL strategies that focus on exploiting ""informative"" samples only (e.g.",753
"Contextualized representation models such as CoVe <REF>, ELMo , OpenAI GPT ) and BERT  have recently achieved the state-of-the-art results on downstream NLP models across many domains.",754
"Different from them, we propose Style Transformer, which takes Transformer <REF> as the basic block.",755
The statistics of the two datasets are shown in <REF>.,756
"For the discriminator, similar to <REF> and , we further add a <cls> token to the input, and the output vector of the corresponding position is feed into a softmax classifier which represents the output of discriminator.",757
"Pre-trained language representation models, including feature-based <REF> and fine-tuning  approaches, can capture rich language information from text and then benefit many NLP applications.",758
"Pre-trained language representation models, including feature-based <REF> and fine-tuning  approaches, can capture rich language information from text and then benefit many NLP applications.",759
The early work <REF> focuses on adopting feature-based approaches to transform words into distributed representations.,760
More details of these pre-training tasks can be found from <REF>.,761
"The General Language Understanding Evaluation (GLUE) benchmark ) is a collection of diverse natural language understanding tasks <REF>, which is the main benchmark used in .",762
"Self-a ention is an a ention mechanism relating di erent positions of a single sequence <REF>, which has been used successfully in a variety of tasks .",763
"Self-a ention is an a ention mechanism relating di erent positions of a single sequence <REF>, which has been used successfully in a variety of tasks .",764
"Text Features: We represent the textual utterances in the dataset using BERT <REF>, which provides a sentence representation u t ∈ R dt for every utterance u.",765
"Transfer learning has been used extensively in computer vision tasks for many years, recently vastly expanded for many computer vision problems in <REF>.",766
"For numerous applications in vision, ImageNet <REF>) became the source dataset for pre-training convolutional models.",767
"We take BERT <REF> as the default backbone network, and explore two research questions.",768
"Specifically, <REF> formulate the whole task as a sequence tagging problem and propose to use CRF with hand-crafted linguistic features.",769
The overall illustration of the proposed framework is shown in <REF>.,770
"We use Bidirectional Encoder Representations from Transformers (BERT) <REF>, a pre-trained bidirectional Transformer encoder that achieves state-of-the-art performances across a variety of NLP tasks, as our backbone network.",771
<REF>: Main results on three benchmark datasets.,772
"The architecture of our transformer model is identical to the base model described in <REF>, which has 6 layers for both encoder and decoder, 512 hidden units in each layer, 8 attention heads and 2048 hidden units in the feedforward layers.",773
We extract high-level features with BERT <REF> and VGG16  for visual-linguistic attributes.,774
Our bi-directional transformer architecture predicts every token in the training data ( <REF>).,775
The concurrently introduced BERT model ( <REF> is a transformer encoder model that captures left and right context.,776
"Finally, BERT as well as <REF> consider only a single data source to pretrain their models, either BooksCorpus , or BooksCorpus and additional Wikipedia data , whereas our study ablates the effect of various amounts of training data as well as different data sources.",777
"Finally, there are four natural laguage inference tasks: the Multi-Genre Natural Language Inference (MNLI; <REF>, the Stanford Question Answering Dataset (QNLI; , the Recognizing Textual Entailment (RTE; .",778
<REF> shows results for three configurations of our approach (cf.,779
"In this work, we employ the contextualized word representations BERT in <REF> for this purpose.",780
"Furthermore, we adopt an effective pretrained language representation model BERT <REF> to better grasp both evidence and claim semantics.",781
Pre-trained language representation models such as ELMo  and OpenAI GPT <REF> are proven to be effective on many NLP tasks.,782
"As BERT <REF> has achieved promising performance on several NLP tasks, we also implement two baseline systems via fine-tuning BERT in the claim verification task.",783
We utilize BERT BASE <REF> in all of the BERT fine-tuning baselines and our GEAR framework.,784
"BERT <REF>, and RNN-based models, e.g.",785
"<REF>, used multi-step reasoning, implemented using recurrent layers, to predict the answer spans.",786
"Also, inspired by recent work in language model pre-training <REF>, we are interested in exploring how similar pre-training techniques would benefit our global English model as well as the multilingual model.",787
"BERT <REF>) is a pre-trained transformer network , which set for various NLP tasks new state-of-the-art results, including question answering, sentence classification, and sentence-pair regression.",788
SentEval <REF>) is a popular toolkit to evaluate the quality of sentence embeddings.,789
"We have repeated these experiments for NER in several different settings, including using only static embeddings, using a non-neural truecaser, and using BERT uncased embeddings <REF>.",790
"For the question representation, since a well-formed question might sensitive to the word order, we make use of the recent proposed contextual word embeddings such as BERT <REF> to capture the contextual word information.",791
"On the ISNotes corpus <REF>, our model with the contextually-encoded word representations (BERT)  achieves new state-of-the-art performances on fine-grained refer to a value of a previously explicitly (the price went mentioned rise/fall function down) 6 cents m/comparative usually contain a premodifier to indicate that another law this entity is compared to another entity further attacks m/bridging associative anaphors which link to previously the price introduced related entities/events the reason new introduced into the discourse for the first time a reader and not known to the hearer before politics : Information status categories and their main affecting factors.",792
"Recently, multi-head selfattention encoder <REF> has been shown to perform well in various NLP tasks, including semantic role labelling , question answering and natural language inference .",793
Recent work <REF> have shown that a range of downstream NLP tasks benefit from fine-tuning task-specific parameters with pre-trained contextual word representations.,794
Recent work <REF> have shown that a range of downstream NLP tasks benefit from fine-tuning task-specific parameters with pre-trained contextual word representations.,795
"Recently, <REF> have demonstrated the capacities of contextualized word embeddings across a wide variety of tasks, including SPRL.",796
"These two systems differ in only one aspect from the previously mentioned models: instead of GloVe word vectors, we feed contextual vectors extracted from the BERT model <REF>.",797
"However, most state-of-art deep-learning-based resolvers utilize one-directional Transformers <REF>, limiting the ability to handle long-range inferences and the use of cataphors.",798
We use pre-trained BERT embeddings <REF> as our initial hidden states of vertices in R-GCN.,799
"• It introduces structure-invariant testing (SIT), a novel, widely applicable methodology for validating machine translation software; • It describes a practical implementation of SIT by adapting BERT <REF>] to generate similar sentences and leveraging syntax parsers to represent sentence structures; • It presents the evaluation of SIT using only 200 unlabeled sentences crawled from the Web to successfully find 64 buggy translations in Google Translate and 70 buggy translations in Bing Microsoft Translator with high accuracy; and • It discusses the diverse bugs found by SIT, including under-translation, over-translation, incorrect modification, word/phrase mistranslation, and unclear logic, of which none could be found by state-of-the-art metrics (i.e., BLEU and ROUGE).",800
"Specifically, we use BERT <REF>, which is a state-of-the-art language representation model recently proposed and released by Google.",801
Pre-trained word representations such as word2vec <REF> have been widely used in neural IR.,802
Pre-trained word representations such as word2vec <REF> have been widely used in neural IR.,803
This paper explores leveraging BERT (Bidirectional Encoder Representations from Transformers) <REF> for ad-hoc document retrieval.,804
One line of research learns text presentations tailored for the search task <REF> with search signals from click logs  or pseudo-relevance feedback .,805
One line of research learns text presentations tailored for the search task <REF> with search signals from click logs  or pseudo-relevance feedback .,806
"Finetune-based approaches such as Generative Pretrained Transformer (GPT) <REF> and BERT , however, pretrain a model on unannotated data and then finetune the same architecture and use it on different downstream tasks.",807
Pretraining has been used in NLI <REF> and shown to improve performance on many tasks.,808
• BERT <REF> • DenseNet+DynAtt: DenseNet plus Dynamic Self Attention.,809
"Although the current NLI training datasets <REF> are much larger than what were available previously, the amount of NLI knowledge that can be learned is still limited.",810
"In order to predict possible answer spans for each passage, we train a candidate answer prediction model on SQuAD 1.1 <REF>.",811
The sub-network is based on a pre-trained BERT model <REF> followed by a sentence classification layer with sigmoid prediction.,812
"In paragraph selection stage, we use the uncased version of BERT Tokenizer <REF> to tokenize all passages and questions.",813
"In paragraph selection stage, we use the uncased version of BERT Tokenizer <REF> to tokenize all passages and questions.",814
<REF> shows the performance of different models in the private test set of HotpotQA.,815
"Our approach consists of following steps: (1) parse original protocol into a collection of protocol phrases together with their procedural relations, using a deterministic finite automation (DFA); (2) Match the protocol phrases back to the text spans in transcripts using fuzzy matching <REF>; (3) Generate text span extraction dataset and train a sequence labeling model  for text span extraction; (4) Generate text spanpair relation extraction (span-pair RE) dataset and fine-tune pre-trained context-aware span-pair RE model .",816
"Our approach consists of following steps: (1) parse original protocol into a collection of protocol phrases together with their procedural relations, using a deterministic finite automation (DFA); (2) Match the protocol phrases back to the text spans in transcripts using fuzzy matching <REF>; (3) Generate text span extraction dataset and train a sequence labeling model  for text span extraction; (4) Generate text spanpair relation extraction (span-pair RE) dataset and fine-tune pre-trained context-aware span-pair RE model .",817
"Recent advances in machine reading comprehension, textual entailment <REF> and relation extraction  shows the contemporary NLP models have the capability of capturing causal relations in some degree.",818
"Recent advances in machine reading comprehension, textual entailment <REF> and relation extraction  shows the contemporary NLP models have the capability of capturing causal relations in some degree.",819
"Recent advances in machine reading comprehension, textual entailment <REF> and relation extraction  shows the contemporary NLP models have the capability of capturing causal relations in some degree.",820
"We encode q and c (a candidate answer) with averaged word vectors <REF> and i with CNN features , following .",821
"Firstly, proposed in machine translation, attention mechanism aims to align the words in the source language and target language <REF>.",822
"We also conducted some experiments related to BERT <REF>, which are included in the appendix.",823
• Investigating other methods of sentence embedding such as <REF> -possibly with fine-tuning or domain adaptation subject to using large datasets.,824
"We first evaluate our system on the   <REF>, we further evaluate our EPAr system (and its smaller-sized and ablated versions) on the ""follows + multiple"", ""follows + single"", and the full development set.",825
"<REF>, but many of these are tailored to a specific type of phrase or to a fixed number of constituent words, and they all disregard the surrounding context.",826
<REF>.,827
"ELMo (Embeddings from Language Models,  are obtained by learning a character-based language model using a deep biL-STM <REF>.",828
"Breakthroughs have been made in computer vision to enable deeper model construction via advanced initialization schemes <REF>, multi-stage training strategy , and : Performances of Transformer models with different number of encoder/decoder blocks (recorded on x-axis) on WMT14 En→De translation task.",829
"All the word embeddings in our model come from the pre-trained BERT embeddings provided by <REF>, which has a dimension of 768 for each embedding.",830
Recent work has investigated this question by examining the outputs of language models on carefully chosen input sentences <REF> or examining the internal vector representations of the model through methods such as probing classifiers .,831
"Although our analysis methods are applicable to any model that uses an attention mechanism, in this paper we analyze BERT <REF>, a large Transformer  network.",832
"Recently, a variety of techniques were proposed for training general-purpose language representation models using an enormous amount of unannotated text, such as ELMo <REF> and generative pretrained transformer (GPT) .",833
"While the pretraining tasks have been designed with particular downstream tasks in mind <REF>, we focus on those training tasks that seek to induce universal representations suitable for downstream few-shot learning tasks.",834
"While the pretraining tasks have been designed with particular downstream tasks in mind <REF>, we focus on those training tasks that seek to induce universal representations suitable for downstream few-shot learning tasks.",835
"Although the word is usually regarded as the smallest and basic unit for most NLP pipelines, there is a recent trend of utilizing subword information for enriching word representations <REF>, to name a few), or considering subwords themselves as input directly for NLP models .",836
"Given the recent advances in transfer learning for natural language processing, we plan to experiment with pre-trained neural language models for feature extraction and fine-tuning using stateof-the-art approaches such as ELMO <REF>), ULMFIT  and   .",837
We use pre-trained word embeddings (fine-tuned during training) for the 3 languages: GloVe <REF> for EN and the pre-trained vectors from  for FR and DE.,838
"An additional reason to scale them is that recent results in NLP <REF> show that NLMs can be used as upstream tasks in a transfer learning scenario, leading to state-of-the-art improvement in downstream tasks.",839
The state-of-the-art in NLP is made of Neural Language Models (NLM) <REF>.,840
"• BERT <REF>) -a deep, bidirectional transformer model with sequence classification layers on the top.",841
"Unsupervised NMT As the foundation of unsupervised sentence translation, unsupervised word alignment has been investigated by <REF>, where linear embedding mapping and adversarial training are used to ensure the distribution-level matching, achieving considerable good accuracy or even surpasses the supervised counterpart for similar languages.",842
"To cope up with this problem, RNN free architectures like QANet <REF>, which combines local convolution over words with a global self-attention mechanism, has been developed.",843
"The architecture of the BERT BASE model <REF>, which is extensively used in this study, can be described as a multi-layer bidirectional Transformer encoder.",844
"BERT BASE architecture has a embedding layer followed by 12 Transformer encoder layers <REF>, with hidden size 768 and has 110 million parameters.",845
"Here LayerN orm is the layer normalization method, proposed by Ba et al <REF>.",846
<REF> too.,847
Many self-supervised tasks have been introduced to use non-visual but intrinsically correlated features to guide the visual feature learning <REF>.,848
The usage of deep pre-trained language models has recently obtained state-of-the-art results for a wide variety of NLP tasks <REF>.,849
"In this paper, we propose a novel biomedical text summarizer that uses the Bidirectional Encoder Representations from Transformers (BERT) language model <REF> to capture the context in which sentences appear within an input document.",850
"We employ various deep network architectures, including recently proposed ELMo <REF> and BERT  networks.",851
In Section 4 we explain the experiments and the experimental results using a number of different sequence labeling approaches and show that pre-trained contextualized word representations from BERT <REF> outperform our other baselines even with less than 10% of the training data.,852
In Section 4 we explain the experiments and the experimental results using a number of different sequence labeling approaches and show that pre-trained contextualized word representations from BERT <REF> outperform our other baselines even with less than 10% of the training data.,853
"• BERT-base uncased <REF> • 3-layer 600D Bidirectional Long Short-Term Memory (BiLSTM) (Hochreiter and Schmidhuber, 1997) • Minitagger (SVM) ) + GloVe  • MarMoT (CRF)  • Majority class per word The models were selected so that they cover a wide variety of different architectures from feature-based statistical approaches to neural networks and pre-trained language models.",854
"Recent years have witnessed the bloom of various well-designed MRC models <REF>, which achieve promising performance when provided with adequate manually labeled instances .",855
"Previous studies mainly focused on developing effective model structures to improve the reading ability of the systems <REF>, which have achieved promising performance.",856
Here we utilize the bidirectional Transformer network BERT <REF> as the pre-trained encoder for its superior performance in a range of natural language understanding tasks.,857
"Following <REF>, we first convert the concept to a set of BPE tokens tokens A and tokens B, with beginning index i and j in the input sequence respectively.",858
We use the uncased BERT(base) <REF> as pre-trained language model.,859
"In NLP, language models are pretrained over large corpus to learn good embedding representation of words and sentences <REF>.",860
"In NLP, language models are pretrained over large corpus to learn good embedding representation of words and sentences <REF>.",861
"Most of recent research on context-aware recommendation systems (CARS) focus on extension of Collaborative Filtering methods <REF>, Matrix Factorization or Tensor Factorization methods , and Latent Factor models.",862
ing the importance of semantic information <REF>.,863
"Recently, alternatives to Word2Vec became popular, specifically contextdependent sentence embeddings such as ELMo <REF> and not long ago BERT .",864
"Recently, alternatives to Word2Vec became popular, specifically contextdependent sentence embeddings such as ELMo <REF> and not long ago BERT .",865
"For the open tracks, we use the contextualized word representations produced by BERT <REF> as extra input features.",866
"For this work, word embedding was created with a model similar to Bidirectional Encoder Representations from Transformers (BERT), <REF>.",867
The language model we trained differs from <REF> mainly by the addition of a latent variable that represents the topic of the tweet and the persona of the writer.,868
"Although many neural models have been proposed for extractive summarization recently <REF>, the improvement on automatic metrics like ROUGE has reached a bottleneck due to the complexity of the task.",869
"Inspired by the great success of the Transformer for machine translation task in natural language processing (NLP) <REF>, we apply the self-attention mechanism to learn a better representation for each item in a user's behavior sequence by considering the sequential information in embedding stage, and then feed them into MLPs to predict users' responses to candidate items.",870
We compare our results with the state-of-the-art in <REF>.,871
MultiNLI Test Matched Mismatched DIIN <REF> 78.8 77.8 BERT     89.9 SAN 88.7,872
"For example, consider the ubiquitous use of pre-trained model components, such as word vectors <REF> and context-sensitive encoders , for achieving state-of-the-art results on hard NLP tasks.",873
"Self-supervised learning is gaining popularity across the NLP, vision, and robotics communities -e.g., <REF>].",874
"Comparing with other commonsense reasoning tasks, such as COPA <REF>, Story Cloze Test , , SWAG , ReCoRD , and so on, WSC and PDP better approximate real human reasoning, can be easily solved by native English-speaker , and yet are challenging for machines.",875
"We train our model of <REF> on the WSCR dataset, which consists of 1886 sentences, each being paired with a positive candidate antecedent and a negative candidate.",876
"GPT-2 <REF>: During prediction, We first replace the pronoun in a given sentence with its candidates one by one.",877
"Until recently, the dominant paradigm in approaching natural language processing (NLP) tasks has been to concentrate on neural architecture design, using only task-specific data and word embeddings such as GloVe <REF>.",878
"In the current paradigm of pre-trained models, methods like BERT <REF> and XLNet  have been shown to achieve the state of the art in a variety of tasks including question answering, named entity recognition, and natural language inference.",879
"To adapt BERT base and BERT large models for document classification, we follow <REF> and introduce a fully-connected layer over the final hidden state corresponding to the [CLS] input token.",880
"Consistent with <REF>, BERT large achieves state-of-the-art results on all four datasets, followed by BERT base (see , rows 10 and 11).",881
The bottom two subplots in <REF> illustrate the F 1 score of BERT fine-tuned using different numbers of epochs for AAPD and Reuters.,882
"To tackle this problem, we propose a new approach, called slot-utterance matching belief tracker (SUMBT), which is a domainand slot-independent belief tracker as shown in <REF>.",883
"For sentence encoders, we employed a pre-trained BERT model <REF> which is a deep stack of bi-directional Transformer encoders.",884
"Word Representations To represent words from samples, we used deep contextualized word representations <REF> also known as ELMo along with its available pre-trained model 1 .",885
We trained a BERT-Large language model from <REF> on the combined Wikipedia and BooksCorpus .,886
We trained a BERT-Large language model from <REF> on the combined Wikipedia and BooksCorpus .,887
"To ensure that the distantly supervised data and human-annotated data share the same entity distribution, named entity mentions are reidentified using Bidirectional Encoder Representations from Transformers (BERT) <REF> that is fine-tuned on the human-annotated data collected in Sec.",888
<REF> shows the hyper-parameters of our models.,889
<REF>: Sample output comparing our best system (CMR+W) against Memory Networks and a SEQ2SEQ baseline.,890
One obvious future line of investigation will be to explore the effect of other off-the-shelf machine reading models such as BERT <REF> within the CMR framework.,891
"To represent complex characteristics of words and word usage across different linguistic contexts effectively, a new model for deep contextualized word representation was introduced in <REF>.",892
"Recently, there is a trend of learning universal language representations via language model pretraining <REF>.",893
We We compare our models with two strong baselines: the BERT model <REF> and the MT-DNN model .,894
Previous work on learning general language representations focus on learning word <REF> or sentence representations  that are helpful for downstream tasks.,895
"1 Unlike <REF>, who provide only features from approx.",896
BERT and HIER-BERT: BERT <REF>) is a language model based on Transformers  pretrained on large corpora.,897
"Pre-trained language representation models, including feature-based methods <REF>) and fine-tuning methods , can capture rich language information from text and then benefit many NLP tasks.",898
"Pre-trained language representation models, including feature-based methods <REF>) and fine-tuning methods , can capture rich language information from text and then benefit many NLP tasks.",899
<REF> pre-trained sentence encoders from unlabeled text and fine-tuned for a supervised downstream task. ),900
"Additionally, as described in <REF>), finetuning on BERT sometimes is observed to be unstable on small datasets, so we run experiments with 5 different random seeds and select the best model based on the development set for all of the fine-tuning experiments in this section.",901
"Following <REF>, we use the batch size 32 and fine-tune for 3 epochs for all GLUE tasks, and select the fine-tuning learning rate (among 1e-5, 2e-5, and 3e-5) based on the performance on the development set.",902
<REF> is from .,903
<REF> is from .,904
"The Bidirectional Encoder Representations from Transformers <REF> recently obtained new state-of-the-art results on eleven natural language processing tasks, including pushing the GLUE benchmark to 80.4% (7.6% absolute improvement).",905
"For instance, one direction would be to to train the classifier on top of a pretrained language model <REF> which could improve the classification performance.",906
"Recently, transformer networks have been shown to perform well for neural machine translation <REF> and many other NLP tasks .",907
Transformer layers <REF> have the ability to learn long range relationships for many sequential classification tasks .,908
Transformer networks <REF> are sequence models that rely on the attention mechanism  to capture long term dependencies.,909
"Specifically, inspired by the success of BERT <REF> in text understanding, we propose to apply the deep bidirectional self-attention model to sequential recommendation, as illustrated in .",910
"Specifically, inspired by the success of BERT <REF> in text understanding, we propose to apply the deep bidirectional self-attention model to sequential recommendation, as illustrated in .",911
"To tackle this problem, we introduce the Cloze task <REF> to take the place of the objective in unidirectional models (i.e., sequentially predicting the next item).",912
"In contrast, Transformer <REF> and BERT  are built solely on multi-head self-attention and achieve state-of-the-art results on text sequence modeling.",913
Previous work has shown that it is beneficial to jointly attend to information from different representation subspaces at different positions <REF>.,914
"Since 2012, the field of artificial intelligence has reported remarkable progress on a broad range of capabilities including object recognition, game playing, machine translation, and more <REF>.",915
"For instance, Google's BERT-large <REF> contains roughly 350 million parameters.",916
"For instance, researchers from Google <REF> trained over 12,800 neural networks in their neural architecture search to improve performance on object detection and language modeling.",917
"According to several recent studies <REF>, contextual sentence and word embeddings can improve the performance of the state-of-the-art NLP systems by a significant margin.",918
"Since the release of such large data sets, many advanced deep learning architectures have been developed <REF>.",919
"This includes three existing models, namely <REF>, ESIM  and BERT  and two new models namely Lambda DecAtt (ours) and Lambda ESIM (ours).",920
GPT <REF> 100 SPN  Not reported BERT  40 Mesh Transformer  10 Transformer-XL  Not reported GPT-2  Not reported (20 or 100) Sparse Transformer  70 -120 dataset for many epochs to make the comparison with the previous state-of-the-art fair.,921
"Notably, the result of GPT <REF>, BERT  and  implies that the training on a large dataset leads to a significant improvement in performance.",922
We train base Transformer decoder <REF> with some modifications (as described below) for language model.,923
"Note that GPT-2 does not use any regularization method, and <REF> suggests to fine-tune BERT for only a few epochs.",924
BERT is known to be more sample efficient than other language models such as the left-to-right language model as shown in papers as <REF>.,925
"For SQuAD <REF>, a common EQA benchmark dataset, current models beat human : A schematic of our approach.",926
"For the synthetic dataset training method, we consider two QA models: finetuning BERT <REF> and BiDAF + Self Attention .",927
BERT-Large <REF> 84.1 90.9 BiDAF+SA  72.1 81.1 Log.,928
"Unsupervised Learning in NLP Most representation learning approaches use latent variables <REF>, or language  .",929
We compare our baselines with a fine-tuned BERT model <REF>.,930
We compare our baselines with a fine-tuned BERT model <REF>.,931
"We experiment with a feature-based Logistic Regression model and a fine-tuned BERT model <REF> using the same strategy to split the data into train, development and test sets as in Section 3.1.",932
We note that this way of processing the input is similar to how <REF> processed their input for the QA task.,933
"To bypass the scarcity of causal instances in relation extraction datasets, we exploit transfer learning, namely ELMO <REF> and   , comparing against a bidirectional GRU with self-attention .",934
"To bypass the scarcity of causal instances in relation extraction datasets, we exploit transfer learning, namely ELMO <REF> and   , comparing against a bidirectional GRU with self-attention .",935
"We use cross-entropy loss, the Adam optimizer (Kingma and Ba, 2015), and dropout layers <REF> before and after the BI-GRU ).",936
"We use cross-entropy loss, the Adam optimizer (Kingma and Ba, 2015), and dropout layers <REF> before and after the BI-GRU ).",937
"We use cross-entropy loss, the Adam optimizer (Kingma and Ba, 2015), and dropout layers <REF> before and after the BI-GRU ).",938
"Story-Cloze: Since it is difficult to do human evaluation on all the stories, we use the StoryCloze task <REF> to create a metric in order to pick our best model and also to evaluate the efficacy of our model against Seq2Seq and its variants.",939
"As such, the quality of mention detection affects very deeply both the quality of an annotation and the performance of a model for such applications <REF>.",940
"As such, the quality of mention detection affects very deeply both the quality of an annotation and the performance of a model for such applications <REF>.",941
"Despite neural networks having shown high performance in many natural language processing tasks, the rule-based mention detector of the Stanford deterministic system <REF> remains frequently used in top performing coreference systems , including the best pipeline system itself based on neural networks .",942
"The second approach (BIAFFINE MD) uses a bi-directional LSTM to encode the sentences of the document, followed by a biaffine classifier <REF> to score the candidates.",943
"Using MT to achieve knowledge transfer between different languages has been studied on sentiment analysis <REF>, spoken language understanding  and question answer .",944
"To handle linguistic information, we adopt sub-word embedding using BERT <REF> and a multilayer bidirectional LSTM (Bi-LSTM).",945
"For linguistic processing, instead of a word-based embedding model, we use a sub-word embedding model, BERT <REF>, to initialize the embedding vectors.",946
"<REF> first showed the substantial effectiveness gains for the MS MARCO passage re-ranking using BERT , a large pre-trained transformer based model.",947
We conduct our experiments on five neural IR models using a basic Glove <REF> word embedding and FastText .,948
"For a proof of concept, we chose the word2vec embedding <REF> as the word vector space to interpret.",949
Recent advancement in NLP such as BERT <REF> has facilitated great improvements in many Natural Language Understanding (NLU) tasks .,950
"Recently, significant progress has been achieved on many natural language processing tasks including MRC by fine-tuning a pre-trained generalpurpose language model <REF>.",951
"Recently, significant progress has been achieved on many natural language processing tasks including MRC by fine-tuning a pre-trained generalpurpose language model <REF>.",952
"This paper extends the concept of FLOW and proposes a flow-based approach, FLOWDELTA, to explicitly model information gain in flow during dialogues illustrated in <REF>.",953
"BERT <REF> with fine-tuning recently has reached the state-of-the-art in many single-turn MC tasks, such as SQuAD .",954
"""T-Block"" refers to pre-trained Transformer block <REF>.",955
"A cascaded approach is recently proposed by <REF>, which also combines several components such as the retriever and the reader while sharing several sets of parameters.",956
"Typically, existing approaches either read the retrieved document at the paragraph level <REF> or at the sentence level .",957
"Data preprocessing Following Clark and Gardner <REF>, we merge small paragraphs into a single paragraph of up to a threshold length in TriviaQA and SQuAD-open.",958
"Model settings We initialize our model using two publicly available uncased versions of BERT 5 : BERT BASE and BERT LARGE , and refer readers to <REF> for details on model sizes.",959
"Significant progress has been made over the past years due to the using of end-to-end neural network models and attention mechanism, such as DMN <REF>, r-net , DrQA , QANet , and most recently BERT .",960
"Contextual word embedding models, such as ELMo and <REF> have become increasingly common, replacing traditional type-level embeddings and attaining new state of the art results in the majority of NLP tasks.",961
There have been several efforts to investigate the amount of intrinsic bias within uncontextualized word embeddings in binary <REF> and multiclass  settings.,962
Comparative linguistics seeks to identify and elucidate genetic relationships between languages and hence to identify language families <REF>.,963
"Models using self-supervised learning for initialization are now state-of-the-art in several domains and tasks, such as action recognition, reinforcement learning, and natural language understanding <REF>].",964
"Four submissions used external embeddings, MUSE <REF> in the case of MaskParse@Deskiñ and XLangMo, ELMo (Peters et al., 2018) in the case of TüPa, 14 and BERT  in the case of HLT@SUDA.",965
"In the past years, the development of deep learning methods of language representation was swift, and the newer methods were shown to have significant effects on improving other natural language processing tasks <REF>.",966
"In the past years, the development of deep learning methods of language representation was swift, and the newer methods were shown to have significant effects on improving other natural language processing tasks <REF>.",967
The mention score network is build on the pretrained BERT model ( <REF>).,968
"Pre-trained BERT model: As increasing model sizes of BERT may lead to significant improvements on very small scale tasks <REF>, I explore the effect of BERT BASE and BERT LARGE in the experiments.",969
"Hidden Layers for Representation: <REF> showed that using the representation from appropriate hidden layers of BERT can improve the model performance, the hidden layers L (described in Section 2) is therefore utilized as a hyper-parameter tuned in the experiments.",970
Transfer learning has a long history in the field of machine learning <REF>.,971
BERT <REF> represents the latest refinement in a series of neural models that take advantage of pretraining on a language modeling task .,972
This model is similar to the large Transformer model recently used in several works leading to impressive results on several down-stream NLP tasks <REF>.,973
Separation tokens may also be added to further separate each utterances of the dialog as it is commonly done for Transformer's inputs <REF>.,974
"We consider the task of document classification, where our 'raw data' comprises of text documents from the ag-news dataset <REF>.",975
Recent studies have shown that state-of-the-art coreference resolution systems exhibit gender bias <REF>    .,976
The rest of the architecture until the Span-wise Max Pooling layer follows the standard SQUAD formulation in <REF>.,977
The rest of the architecture until the Span-wise Max Pooling layer follows the standard SQUAD formulation in <REF>.,978
"Once we represent the inputs in this fashion, the rest of the architecture follows the design of BERT based SWAG task architecture discussed in <REF>.",979
We adopt the bidirectional pre-training encoder from the transformer (BERT) <REF> to introduce external knowledge.,980
"Meanwhile, neural network-based representations continue to advance nearly all areas of NLP, from question answering <REF> to named entity recognition ) (a close analog of concept extraction).",981
"An evaluation exploring numerous embedding methods: word2vec <REF>, GloVe , fastText , , and BERT .",982
"BERT <REF> is also a contextual word representation model, and, similar to ELMo, pre-training on an unlabeled corpus with a language model objective.",983
"Second, modern open-domain QA systems are generally composed of two parts: a retriever that obtains relevant segments of text, and a machine reading comprehension (MRC) model that extracts the answer from the text <REF>.",984
"State of the art MRC models for Arabic based on BERT <REF> and QANet  DefArabicQA  Wikipedia and Google search engine q,a with documents 50 Translated TREC and CLEF  Translated TREC and CLEF q,a 2,264 QAM4MRE  selected topics document,q and multiple answers 160 DAWQUAS  auto-generated from web scrape q,a 3205",985
"As previously mentioned, the driver behind progress in QA has been the release of large datasets in addition to advances in deep learning and language representation models <REF>.",986
"Inspired by classical QA systems <REF>, we employ a term frequency-inverse document frequency (TF-IDF) based document retriever given its efficiency.",987
"Our proposed reader is Bert <REF>, a pre-trained language model that is currently the state of the art on the SQuAD leaderboard 2 .",988
Attention was introduced by <REF> for the encoder-decoder in a neural sequence transduction model to allow for content-based summarization of information from a variable length source sentence.,989
BERT <REF> and ELMo ) generate deep contextualized word representations.,990
"Recently, pre-trained language models were proposed <REF>).",991
"As the size of the MedNLI dataset is limited to train the whole weight parameters in complicated neural network based models, we first choose a BERT <REF> based model that provides pre-trained model parameters from a large corpus.",992
"We follow the data collection method used by Natural Questions (NQ) <REF> to gather 16,000 naturally occurring yes/no questions into a dataset we call BoolQ (for Boolean Questions).",993
"Natural language inference is also a well studied area of research, particularly on the MultiNLI <REF> and SNLI  datasets.",994
"Unsupervised: It is well known that unsupervised pre-training using language-modeling objectives <REF>, can improve performance on many tasks.",995
"Our BERT L model fine-tunes the 24 layer 1024 dimensional transformer from <REF>, which has been trained on next-sentence-selection and masked language modelling on the Book Corpus and Wikipedia.",996
"Representation learning techniques at the word level, such as word embedding <REF> and contextualized representations , have demonstrated their effectiveness in NER.",997
